Date,AAPL,ABT,ADBE,AMGN,AMZN,BA,BKNG,BLK,BMY,CAT,COST,CRM,CSCO,CVX,DHR,DIS,FIS,GE,GILD,GOOGL,HON,IBM,INTC,JPM,KO,LIN,LMT,MCD,MDT,META,MMM,MRK,MSFT,NFLX,NKE,NVDA,ORCL,PEP,PFE,PYPL,QCOM,SAP,SBUX,SPGI,T,TSLA,TXN,UNH,V,WMT,ZTS
2009-04-02,812366800,36582534,11062100,13491600,221338000,9449300,2121400,1203800,20906500,21643000,5122400,9072000.0,88337600,18069100,11206053,25194100,9758100.0,30600275,21809600,179340480.0,10714209,16965074,77688000,131840800,24926400,3695100,3669700,8797600,8242400,,8325356,18833608,99082300,11048800.0,23882000,1002860000,46061500,7436500,63696382,,34497000,2462500,39412400,4404700,45533287,,27660800,14884600,47396800.0,65542800,
2009-04-03,636241200,29112964,8229300,8483200,116198000,8591300,1203900,711700,21715600,13674000,4225700,14236000.0,59472600,11574700,6676200,18478000,6856800.0,25811814,30236600,151440408.0,6619364,11467193,51137100,80949500,17886600,1979700,5308900,7175700,9276500,,5897596,16227232,81858400,7205800.0,14375600,1003208000,40966900,5591400,55777048,,18373700,2227200,22736200,2525800,33625893,,21634200,9655100,57694800.0,49566900,
2009-04-06,658064400,35521676,8072400,10579200,115026000,7390300,1642400,830800,15615600,11067500,4338300,6131600.0,63355500,10430600,6764577,11280900,8056900.0,27455737,23090800,131080788.0,8457686,9225511,47650800,72188000,16084000,1545400,12102000,6494800,7199300,,4646819,13312430,47476100,12506900.0,11080000,887288000,29302100,4506700,62792893,,16877900,2273600,17738200,2268400,35297046,,19203300,12855600,44927600.0,46532400,
2009-04-07,536580800,27135473,9809500,6686700,114976000,6015900,1739100,817500,11655500,13156900,4584100,8107200.0,59902600,11086000,6212591,11623500,8039600.0,22431822,16538200,147056796.0,7575342,9171746,52741800,73652600,15666200,1677300,8492500,7128900,6181000,,4856478,13959779,65815200,8216600.0,11580000,607804000,29049200,5547000,52777680,,16011600,2485600,19806400,2251100,33949214,,12218100,21519900,27122400.0,42833100,
2009-04-08,455630000,32478116,5991300,6225800,113060000,4477300,1535000,1228800,11139200,12817200,5340700,6921200.0,45389100,11238900,5593356,12438100,6880100.0,20000846,12093800,110497392.0,4900723,7620319,68332300,66538300,13595600,1405700,3424500,5825800,5896600,,4890803,11073168,56408900,6576500.0,13103200,731652000,25522400,4920600,44234799,,16422300,1781200,17972800,1529200,32595953,,18854700,15949800,23815600.0,51762900,
2009-04-09,530756800,31234681,8500700,6723100,141646000,9065400,1943000,844700,13085700,18171400,10597600,9401600.0,53094200,11057900,8829985,13841800,7270500.0,31393942,13021000,135168696.0,6723206,8382330,58560100,147913000,16203000,1869100,2680000,7291800,7480600,,6881664,15819979,55759600,13811000.0,18044400,904412000,25806100,7165400,57995612,,21033400,1779700,23960400,3122000,37223863,,16652300,8783700,45785600.0,126973500,
2009-04-13,389236400,20969362,5581800,7180600,124244000,9531300,1198900,959800,9137800,12458400,4185900,10804000.0,33965000,12614700,6416722,14907400,5846600.0,39756847,9484800,121881996.0,6964771,8155871,45423200,110196200,13174400,1482000,2931200,5506400,5101300,,5485095,11654494,44444700,26653200.0,13202000,767628000,21743200,5863200,44054249,,13082000,1189800,15846800,2871500,26563015,,11580800,10678000,38124400.0,58039800,
2009-04-14,454622000,28324510,6545000,9814800,123208000,5845300,1133800,755100,13623600,11034600,4674900,8170800.0,42813500,12971500,7165399,14315900,3973400.0,38304601,16937600,137006856.0,4744645,6565428,92083600,109541400,16458200,1509500,2519100,8601200,6010900,,5542623,13162042,63796300,16957500.0,16975600,711960000,30604400,7731600,61154450,,15840400,1161200,29287200,2745700,38342378,,17589000,11141200,35712000.0,53807100,
2009-04-15,412882400,55736974,6980500,8373000,188256000,5452200,1206600,673100,11255500,11224800,3676800,3706800.0,51890600,11219200,8142012,12706700,4753400.0,25082331,28958200,197030772.0,8441952,8539753,152727500,108069400,16665600,1448400,2677800,12180300,4852000,,5415249,16521406,72725500,10913000.0,11099600,1045368000,28350500,6727800,62144894,,15440100,1848400,36400000,3356900,35595078,,16308700,15740600,29687600.0,39026100,
2009-04-16,593446000,30307003,9291000,7799800,149356000,6423900,1249200,702000,13300600,16226000,4668100,5596800.0,51379800,11959400,11135232,15449300,3897200.0,27650544,22158600,406996596.0,5244241,9685437,68775100,132956000,17325600,2877300,4494800,8563500,6347200,,6859778,19463980,67688700,9825200.0,11566000,1038772000,30286800,6115800,54979064,,19057100,2217700,36669000,7921900,42628563,,20099800,12370500,36114000.0,63739500,
2009-04-17,497495600,32104210,7899500,9763500,148520000,6152300,1821600,855300,12649400,14723000,4742400,5581600.0,55983700,12660500,8755891,14911100,16569400.0,46630302,20879600,428802768.0,8031094,10684053,67299700,104962100,22426000,2064300,3099400,11687400,6776800,,7942636,19709212,61398500,8985900.0,13864000,695764000,32850100,8820400,76662058,,20677000,1620300,36195000,5474600,51329494,,18948200,13915400,37814400.0,72072000,
2009-04-20,466466000,25768237,6963600,10157900,173738000,7017000,1804200,1123500,12116800,14373800,5403500,8122000.0,55165100,11753300,5816828,14272900,3817600.0,29959536,15580600,176978844.0,6556639,13100836,66489000,109372200,27665400,2029800,2462100,7181800,5387400,,5617732,13786650,62937200,10650500.0,9961200,590660000,84059500,18459600,55148442,,18013500,1897000,25183200,3048500,36271377,,26619100,9951200,42577200.0,60895200,
2009-04-21,470685600,19551897,7443000,7818800,143244000,7352500,1590300,1560400,11755400,29526100,6380200,8006800.0,45749000,12569800,6259012,11611000,3740000.0,25750655,14222400,147668184.0,6445769,15927128,85204200,115629300,37523000,2750000,3159400,8925900,7737800,,6050684,42417590,60928300,24563000.0,10292400,932184000,66973800,13960700,69867974,,18350600,1626200,27585200,2913900,41787558,,44089800,23880900,37746000.0,46714800,
2009-04-22,938767200,28798875,7045200,9315000,175510000,11626000,1567400,1693700,11212100,29665400,6135200,9872800.0,54728000,11932800,7802191,15812000,5089600.0,27168388,29239000,139931928.0,9581280,12677520,95293600,124080300,28969200,3138100,3231100,12701000,7245500,,7048865,55546934,59401000,12685400.0,14134400,916404000,40035100,20499500,76129366,,24932500,1800300,44792600,3050800,66472214,,30991300,17248100,34680000.0,61171500,
2009-04-23,945156800,22041892,8006200,10642800,323754000,6400400,1545500,1468800,12344300,16288600,5548400,10166000.0,44000300,12370800,14242123,14190400,3663600.0,19799946,18046400,104255640.0,8328145,9874658,74517400,89366500,28034600,2768800,2807500,9877400,7047900,,7428236,37293290,86116300,24576300.0,12211600,753952000,36144600,12256700,90772272,,22301000,3247700,48099600,3177900,41620734,,20384200,15036800,35890800.0,48756600,
2009-04-24,540764000,19403085,13798600,16121900,469686000,8351000,1532800,1273100,14420600,15805800,6728100,8279200.0,55664900,12615100,11617885,16599400,3858500.0,20330803,12592400,135280584.0,17849637,10624745,67621900,117098100,29316200,2826900,1947500,9941100,7187200,,13803036,23124749,168478500,30082500.0,8396000,759508000,42970200,11306900,69161477,,18937200,2481300,36105200,3805600,37271924,,16676400,14607200,39686000.0,80793000,
2009-04-27,480690000,16169654,9240400,8512800,194118000,8546500,2210500,687600,13348100,9647500,4138400,7833600.0,42312900,12303400,8647280,17855500,4163100.0,17052993,24713200,91532376.0,12959823,9007524,64601800,67832500,23763600,1593300,2110400,8146900,5498900,,8893934,16986718,68219600,29344700.0,9206400,787024000,29389700,9540400,59992204,,38182100,2485900,28653400,3217000,36317188,,19288000,11906800,29496800.0,61824300,
2009-04-28,455856800,14471863,8099900,6459800,158480000,6627200,1585400,516000,20197200,8480400,4413100,4861600.0,47820200,9261500,6727679,23172500,3219500.0,17222239,14974000,117626256.0,8402303,11621583,55510200,65809900,18167600,1836900,1804600,7438000,6763000,,5445029,24059041,76685200,16545900.0,9880400,634392000,25051800,11569100,71527497,,17556000,5605300,33059600,3300100,34547662,,12316600,14061200,42287600.0,81424800,
2009-04-29,458110800,16898291,9035900,5549000,194702000,7775900,1455800,639500,22667600,11981200,5846000,5509200.0,48496600,11666100,5296384,28270400,5690300.0,21261958,13863000,144255600.0,7256997,10233750,60855600,84731300,20426400,3076200,1534200,8888000,9330600,,5528032,29254710,79301600,17892700.0,21858000,859668000,28310800,15118800,82400455,,17932600,7504800,30134000,3198900,44244373,,11803800,11349100,59240400.0,102965700,
2009-04-30,498489600,35132555,9140100,12249400,170752000,7028100,2248500,675000,18876500,20103300,7551400,10798400.0,60350800,14107700,9623297,36593300,3857400.0,23874949,23699800,174053772.0,8332551,11144607,77775200,94556900,35959200,3901100,2385700,11167400,8995800,,6405537,29434023,87439900,12247200.0,19326400,1110276000,49416900,10978300,68159545,,22733500,3614300,67155800,3854900,42967507,,18908600,10722700,101753600.0,69167100,
2009-05-01,397516000,18498124,9135200,6094900,122434000,5508800,1263400,1159700,8973200,14113400,4440200,5610400.0,40337500,12003200,6138497,15718000,3961200.0,16698664,11638400,97010892.0,5588075,6520973,50861600,68254100,21220200,1846000,3275200,11163900,5245700,,4883507,15816835,63224500,7328300.0,13902000,840548000,20402200,7617400,59425258,,14351600,2689700,38605600,3041300,29234582,,16325400,10355700,60616800.0,47331900,
2009-05-04,609358400,24357232,14574300,5993800,140386000,5269800,1137900,802000,10757000,14399700,4743000,8832000.0,63902300,15224400,6790763,17603700,4430000.0,24498640,13826200,127991880.0,11734380,8696339,88096300,100918400,26789000,2461000,3771700,12988600,6653300,,5406040,20048659,54313400,7936600.0,14549600,927704000,38586500,13087000,65592106,,16111500,2832300,32558200,2514800,36095020,,16309000,9592300,78935200.0,63605700,
2009-05-05,398255200,19547937,8157400,6704400,117406000,7683900,2620900,1020400,10055400,13609800,3848700,11621600.0,46373400,12678800,7397203,16806900,7195700.0,21996803,13457800,95935968.0,7092108,7060500,67894300,63488200,22393600,2335600,2828800,12381900,6247800,,5145670,17891875,66835500,7007700.0,13247600,837076000,29366500,11609800,67748696,,15643800,3051000,23616200,3524800,25539695,,17431400,13811900,56786000.0,58946100,
2009-05-06,473538800,20822426,9995800,8116600,172080000,7930300,1182500,1084500,14445400,14755200,5077900,8181600.0,93198900,14107200,6633648,49777100,5006500.0,26898296,16888600,105210684.0,12516133,7877321,66328400,102644800,19488600,2260000,2083700,12329300,5933000,,6060252,23711000,59639100,16352000.0,14808400,935088000,27110300,7561900,63925838,,16793600,1655400,26433200,3795700,32761850,,23624200,9675400,41830400.0,78267900,
2009-05-07,531776000,26699041,7950000,11709800,192642000,7106700,944600,1634100,13909700,16972200,8110300,10184400.0,92373300,12338700,6601511,23981600,4403800.0,29658687,24887800,119872008.0,10898817,8913384,90338200,113228400,27057600,2598100,3397700,11227100,11433600,,6730610,28997846,68727200,25173400.0,18546400,1289196000,54151100,13254900,78979698,,19988700,2703700,32205800,4281700,70440640,,21294200,17479200,34731200.0,93789300,
2009-05-08,467964000,20278033,7674000,8618900,163860000,7491100,1336500,1207400,12510400,15556000,6487200,6892400.0,65443000,13931400,5848668,18172900,5104500.0,26714214,24929200,154449396.0,9318842,12107973,94098000,110026400,24158600,2287300,2217700,13643700,8119700,,6468207,19570038,67597600,24913000.0,11371600,2930564000,41125900,10686200,59609602,,19262800,3012700,36470800,2898600,55090184,,19658400,17012400,37834800.0,55603800,
2009-05-11,404658800,13486661,7683800,8427900,137446000,9595700,2844400,620700,9454100,9486400,5167400,6630800.0,44319000,13520700,4527473,14656600,2989700.0,19507986,14807800,102269628.0,7125883,8632638,69490100,86808000,18437800,1891100,2578100,9664600,5864800,,4659736,16962614,63762600,12990600.0,15055600,1038596000,32102300,8192800,55851038,,12694800,3619900,23519200,3194400,33911744,,15177300,9914700,25980000.0,53983500,
2009-05-12,609481600,19091288,5077900,9018400,110974000,7068700,2352200,803400,17048600,11919800,5375200,5507200.0,39761800,11313500,5089576,15536900,4309700.0,24646018,13142600,151480368.0,6897116,8327834,73714000,94148900,37052200,1922400,2144100,8466800,6363800,,4883029,24452250,71966800,13067600.0,24275200,1201384000,33700100,15410500,122986833,,16794600,1532200,19928200,3054300,30821396,,15468700,9918900,36373600.0,51612300,
2009-05-13,595971600,16314298,7911300,7690800,175410000,6323700,1868400,861200,19422200,13415600,5929500,6796800.0,50715000,12437000,4949719,14055900,2210700.0,22249743,12885800,113598288.0,8854699,8579397,75872500,82160700,23717800,2702600,2353600,8666900,6246700,,6792802,26484846,49281700,20459600.0,18298800,1305608000,29146000,11299700,103565091,,19149500,3159200,23034400,3166700,30013094,,18937000,9800700,47555600.0,57554400,
2009-05-14,447826400,20020217,6721000,6813600,186872000,5251600,1844100,617100,14695300,12056100,6582900,6876800.0,43080700,10051900,5044346,11893400,2295400.0,18830606,12404000,117362520.0,4831390,9879575,71224300,68764300,34590000,1879100,1842600,8224700,4962300,,5550397,21327114,54539500,14255500.0,16698000,1017864000,26242700,10200100,51456385,,13919400,2613200,18383600,2705000,40576231,,19577100,6013100,32861600.0,78991500,
2009-05-15,367567200,33178825,4806500,7823600,160234000,5189300,936000,942700,15355600,14010000,5187400,5811200.0,72110100,12322900,5595439,20991800,2105700.0,17397911,13385400,120227652.0,5713105,8752300,61813300,68301000,34102200,1783800,2238700,8267800,6150500,,5677771,18947840,61289900,16576000.0,14714800,780308000,22884500,8205900,53507469,,14971800,2245200,22907000,2099600,35081631,,20495700,8907900,24682000.0,60168300,
2009-05-18,458841600,21061901,4461700,7479000,136582000,7288000,1777400,991800,10246600,11012400,4243000,7121200.0,67489600,13480100,6314657,9355300,2966500.0,16035619,17299000,133933932.0,6649468,7771257,44691600,71730900,28462000,2281200,1858500,8250700,7134200,,5052861,15679023,46073800,12098100.0,10860000,938320000,22953400,6461700,42393988,,16000800,3711600,18192200,2673100,48682686,,12261400,10816500,59304400.0,56515200,
2009-05-19,372422400,16563568,3509500,7658500,160578000,4792100,1157700,842100,9813700,10539200,6007600,9710800.0,53818200,14223600,6257226,11906400,2185600.0,19218655,20013000,113386500.0,6076972,7404843,59048200,59860600,31889400,1444200,2344500,6328800,25042100,,4904078,16363053,51368300,13829900.0,14625600,859768000,23414200,7584800,35973020,,14572400,2401500,13588200,2188200,32986930,,14973700,6927600,45784400.0,43863000,
2009-05-20,388584000,20836599,5324300,7602600,147020000,4734200,728400,523000,8925200,13806100,9621600,7206000.0,49031000,17617900,7803679,10524200,1789800.0,23693100,18052000,91268640.0,5572970,7408923,60337700,77073900,33379200,1816400,3289000,15246900,12849200,,4469332,16231005,47450700,15792700.0,14862800,1309436000,29082600,8536000,37962867,,14100000,1936900,34052000,2036600,50155768,,21075000,9396300,33858000.0,60555900,
2009-05-21,407946000,13163818,6320700,6371700,112810000,5785000,950900,1386600,9853600,14108000,4702500,14368400.0,63308400,12463000,7710541,12632300,2648500.0,21999787,19695400,108683208.0,6145676,7752429,59548500,65068100,28366400,1877100,2148300,10264600,9391200,,5647034,23725567,58232800,9964500.0,15340800,965600000,26281200,6096200,51984123,,16613600,1704500,43126200,2019300,40938477,,14786400,9292300,55723600.0,47151000,
2009-05-22,297998400,15513756,4959400,3070400,69694000,2951600,563300,884500,8892200,14292900,4038600,36521200.0,33243700,8779000,4276029,11099100,1360000.0,11273971,10906000,68675256.0,4474236,5853625,44344900,39227200,24576400,1201400,1130400,10726600,5755200,,4513584,15340100,37318700,4261600.0,14839200,718260000,24378600,4565800,35592104,,11479000,2167600,33697200,1845800,31154647,,17773200,6591500,21735200.0,34034100,
2009-05-26,636927200,15573572,6088000,6679300,133992000,4718300,1114700,1014400,16433000,13792600,7600100,11081200.0,48659800,12018200,5570443,16299800,2564800.0,20010569,15754000,124055820.0,5596885,7542915,64342900,65462400,28784800,1467000,1986700,12256200,12780200,,4951440,16681330,44991700,8136100.0,16771200,865540000,28315900,8835100,52485195,,20202000,2050400,31695600,2594300,43039930,,19727200,10316400,20556800.0,52041900,
2009-05-27,646422000,12402251,5013700,6339200,111342000,4622300,859900,588800,14779300,13517600,6273600,9228000.0,40013400,12209300,6498850,14981300,2235700.0,22426334,17053400,121250628.0,5009076,7447102,60488000,76374100,19064800,2146300,1675100,10434900,13542700,,5865304,20609549,42892900,9294600.0,15127200,814152000,27633200,8811400,37303168,,21180500,2322500,21758200,2061000,34252542,,17422300,7596100,27156800.0,52394400,
2009-05-28,487552800,12396207,7651000,4785700,98862000,4559600,771000,476800,12116900,15118800,10927600,11794400.0,53071000,12182800,5521642,12314700,2845300.0,17210470,14688200,106645248.0,4311130,6409365,59109200,66107300,18940200,1713700,1878000,8402400,12685300,,4704227,29002981,45480800,8086400.0,15040400,995288000,25588900,7960400,44928858,,13887800,1541900,26821000,3201400,34983125,,13523900,9964100,20184000.0,46216800,
2009-05-29,456534400,15190288,6950300,7013800,101444000,5417400,928200,1062800,13155100,11076700,4713300,8586400.0,61032200,12171400,7962877,11215600,2722100.0,17712970,18547400,105822072.0,5627409,7187903,77293300,61932300,45436800,1915900,1648600,8060100,6808800,,4523990,43884581,46134900,13692000.0,16568800,834232000,42625200,9341500,72711455,,15805100,1912000,34967000,3423600,33409419,,17612700,11723600,32198400.0,38519700,
2009-06-01,452499600,14323677,6602700,5228400,215930000,6920500,1423800,802500,10511300,14336900,4680700,8040800.0,103321500,14222500,6127190,11990000,3403100.0,18028133,14789600,132763104.0,8038226,8080350,75465600,90184500,42668400,1953100,3337400,7746100,10236000,,7184731,21212673,57317100,9718100.0,17614400,1022764000,31616300,8262500,74311638,,17425400,2764500,23233000,2690900,36994943,,21789900,8330000,43628000.0,59977500,
2009-06-02,456223600,11403293,7365400,7060600,187940000,7453200,1041300,745400,14593100,7734900,3820700,6464000.0,53783700,10311000,5269306,9792900,1986600.0,13795924,15986600,104839056.0,6768519,7369907,58397000,159381700,33442000,2572800,2202300,9332000,11098800,,5060276,15295560,48935700,9578100.0,18942400,907984000,31008500,13707800,52854200,,13659700,2795000,16997000,3171700,38823520,,16115500,9444800,31043600.0,52197900,
2009-06-03,565199600,16699875,8572700,7903300,152068000,4700000,1198400,807000,15359500,9236400,9321500,9511200.0,55115000,14907700,6951746,10892000,2544500.0,14260593,23853600,141170688.0,5179943,8041648,49799000,72136300,26862800,2097400,2408700,10424500,8978800,,4697649,20421014,56039600,7412300.0,14018400,735688000,27013500,11515700,54830766,,22991000,1569400,27142000,3790900,45551955,,15783800,11787700,35362800.0,59210700,
2009-06-04,550634000,16699041,7161700,6458500,109308000,7324600,680000,763400,12930700,11317900,8815500,12475600.0,40586000,11298900,4277815,11521800,2244400.0,12179961,14810800,145378476.0,4543149,5720051,49080500,70954200,21710200,1887100,1704500,10236900,10836700,,3925511,23123806,42330000,9455600.0,13098000,673180000,30251800,12602700,42659596,,20563200,3110500,27440800,2030100,43662872,,16149900,6605900,56221200.0,45876000,
2009-06-05,632716000,14827011,8839100,5375200,165270000,13724100,1453100,1061700,10006200,15819100,5473000,11769200.0,86043900,11204400,4748565,10980400,2224600.0,15786560,13303600,147084768.0,6609924,8017590,62834200,61583800,19833400,1846700,1975600,10285700,8270800,,7943952,26622763,59579200,10232600.0,16451200,559992000,26652000,10394100,51824969,,16203400,2835200,17254800,2378700,34113257,,21577100,8517500,74260800.0,75981600,
2009-06-08,931652400,12509170,6755500,5366400,112042000,7957400,1093400,899500,8829400,13725300,3293000,9966400.0,42855000,9557700,4323937,10700200,2249200.0,12202809,11461000,123824052.0,4940162,6656535,44070000,61615100,15849400,1128300,1550300,14756100,5874500,,6152702,18534299,49000600,8421000.0,10683200,473948000,34885600,6846900,50531922,,12900300,1887200,23963800,1683600,39224559,,14095400,10476700,20636000.0,56925600,
2009-06-09,676964400,9975198,5288500,5271700,89502000,7723800,1044300,1840100,17492600,10475400,4992200,8357600.0,49764200,10021900,4260853,8534800,1920300.0,11344415,12062800,130065804.0,5125819,8980851,64051300,58992300,20304400,1264200,2360000,7947200,5033000,,5247330,12226702,50887700,8010100.0,9716400,725032000,23790000,8065100,44863088,,14891200,1030500,18932000,2055000,40186842,,45900900,12179500,21773200.0,43213800,
2009-06-10,688623600,20868904,8515300,9289300,121472000,6556200,783300,975700,12971300,14923900,5181800,15254000.0,58386500,14356300,4935436,11791200,2771000.0,17092221,14655600,134221644.0,4842299,7926693,48782300,60176100,28236200,1958600,2645900,9999800,8020300,,5301988,13460198,61297200,13949600.0,23840000,833320000,33270900,6291700,49787798,,13687600,2481200,24529000,2337300,44236164,,21526300,9867400,33797200.0,59491500,
2009-06-11,524823600,19195498,7257600,8026000,100194000,11852300,668300,742700,17675200,10273800,6474800,10732000.0,44781700,14600000,4014468,9577300,2185300.0,14904670,16879200,114493392.0,5747614,9554478,53221200,66560900,20569000,1565000,2271000,9316200,8864600,,4338251,17891037,65124600,8565200.0,15452000,835156000,26073600,8817200,74240598,,25319500,1929700,29051200,1859700,47130825,,17724100,31038100,43948800.0,64824000,
2009-06-12,563085600,21434348,5478600,6803500,124460000,5476700,661700,1602800,10685100,8567400,4735700,4568800.0,41365200,13931600,4334352,7332400,1136600.0,11985237,19583800,116619264.0,4638810,7584441,47621900,41157300,17240800,1644500,2313600,7063000,6296000,,3861884,31199170,50963500,7498400.0,15486400,595000000,23154700,5958400,78240001,,13901200,1929300,21699200,1315000,35800695,,15721600,15141300,80963200.0,46015200,
2009-06-15,539750400,19175698,11226100,7040900,108036000,6363200,983300,1236600,11998800,10456700,4338700,5311600.0,47976000,13317100,5361551,7871500,2208400.0,15754509,15110600,149326524.0,7701421,8961710,60420500,55388500,17630000,1708400,2095800,7538200,8308600,,5060994,28282586,69089600,14079800.0,12912800,445164000,40579100,6089700,62158807,,19721800,1988900,17717800,2354400,42327088,,22468900,13557500,25564400.0,73821300,
2009-06-16,514805200,16300750,9992300,10942700,109316000,5725700,1160700,1168100,9132200,12501500,4675300,7053600.0,45359200,11267000,4082016,13346200,1521800.0,19070192,13666200,121866012.0,8557647,7563626,54084700,56344000,15866200,1941900,1559600,8714200,5821900,,4534634,28060305,105295600,11970000.0,9774000,594912000,41410900,6477900,48148406,,17871200,1505000,18159600,1788100,40417351,,18978400,14164100,29788400.0,62130300,
2009-06-17,571412800,18319717,12654200,11275100,155702000,4870800,893700,708300,20073000,15381900,5875000,5196400.0,48812300,15484700,4988403,8615100,1490700.0,27059613,18863400,139464396.0,6833552,7705045,59351300,65456600,16653800,2491600,2055100,7216600,4731100,,4576016,24599704,86483100,21534100.0,13586400,799016000,33324200,9395200,57971476,,27049800,3109900,30337800,1887300,37145879,,31802600,12144300,32063600.0,57816000,
2009-06-18,427680400,31473947,7368000,9183100,109062000,3098700,460200,478100,12744800,16245700,4628500,4914000.0,37563900,10478700,2911092,9313800,1795800.0,36750819,18400800,123284592.0,6228750,6492417,57990500,63861500,24154600,1493500,2068900,6944300,6731400,,3820622,21459058,58852200,12373200.0,17699600,566376000,34591500,7047100,70514076,,18875000,1754700,17322600,2292400,37992974,,20650400,16954800,32168400.0,41781300,
2009-06-19,721856800,30234056,9214800,19999700,108764000,7032600,1005500,531000,14445800,14484700,5120600,6207200.0,71703600,16452900,4622694,13805600,2785000.0,25974466,21652400,170193636.0,7138260,14182714,71511000,77009100,30718400,1991800,2701400,9602400,8906300,,7018248,27901009,115459000,15915200.0,15353200,747564000,51092900,9530500,89162498,,22336800,1231200,25693200,3015600,56159181,,19844500,21833600,25469200.0,71303400,
2009-06-22,634914000,19041892,12028200,9793400,194888000,5198500,839200,560500,14828100,14197900,5446700,8435600.0,46178100,16404600,4179618,12356600,3838700.0,21374698,14520600,164811024.0,5669155,7630988,70833600,70388300,21359600,2131000,1770000,7651100,7862900,,6306388,19518790,71291600,12356400.0,12300000,574864000,38852500,5314100,61628434,,19886300,1721300,20581800,1715800,52724196,,17365100,9727600,30168000.0,60085200,
2009-06-23,706532400,13477491,8013800,8049800,148310000,27281100,925900,502100,14263700,10935700,4396600,9307600.0,42673600,13029800,4611089,9802300,3112600.0,18148427,13971000,115868016.0,7538945,5389620,70659600,59046500,18727000,2246100,2130700,7329300,9525600,,4976795,14780782,56752700,7968800.0,16074000,589764000,39341200,6528600,50938028,,21305900,1289100,30938200,1998900,55426744,,32446400,9052100,19989600.0,48711600,
2009-06-24,485525600,12463943,7141400,8024600,121628000,21282800,867200,558200,8955500,10348300,4248300,8736800.0,47138200,11633300,4683398,10006700,2371600.0,17243585,14614800,98213688.0,8636630,6689379,53321600,50429500,17777000,1857300,2911400,7297500,6014700,,5319449,15980742,54287700,8351000.0,20202000,515096000,99417800,4730800,40295474,,19722300,2306700,19950800,1825800,36014389,,19656700,9147500,22798800.0,50043900,
2009-06-25,589447600,16172363,6417100,8177600,147208000,14005100,634200,685500,13630100,11633400,5439800,5727600.0,43535600,12828800,4695300,11652800,2455000.0,15812851,17494600,121658220.0,7338603,7218028,55503100,57205700,20630200,2078000,2444000,7841400,6447800,,4554248,21087332,57724300,9097200.0,59606800,870444000,49521000,8050400,54258550,,18790400,2206200,24085600,1863700,41966563,,15680700,14774400,20882800.0,59588700,
2009-06-26,439384400,17072530,6420200,31114200,175506000,15578800,803800,886200,17348100,12586700,3675800,5053600.0,47177400,11011600,7914969,12086600,1966400.0,14212371,14399800,130137732.0,4899150,5363783,70252000,46722500,26200600,2301400,1947200,8195100,8489400,,3574366,23773356,65126400,48461000.0,21366800,513956000,37033500,8836600,45655064,,18394600,1251700,29842200,3765800,26323768,,14728500,15564900,19751600.0,61609800,
2009-06-29,567616000,14043143,4468300,12455300,125406000,5514600,604600,391400,14454700,6831400,3545400,4187200.0,49234600,10288800,4002863,7735600,1575900.0,10995929,9716000,86685228.0,5003621,4897163,59308200,34914800,17526600,1593200,1069200,6641600,6579500,,3820383,23050026,62854900,8628200.0,13824800,510056000,28022200,6368100,33731584,,12572300,1795200,13305800,1017400,30290472,,17545000,7976400,22680800.0,51972900,
2009-06-30,434224000,29462068,6104800,10805100,159696000,8321200,890200,276500,16636300,16878900,5136000,7286000.0,53792300,12772700,6519382,10805200,2576200.0,18296035,17196600,103652244.0,4854886,7858180,67489500,39470600,31447400,2257700,1746800,7334500,7273900,,7890251,22760254,66452400,11391800.0,11700400,589844000,32109600,8815400,54978959,,16604900,1319600,43132800,1812400,37656678,,16175700,10177400,49253600.0,50517300,
2009-07-01,414178800,17754273,5557300,8365500,139624000,6346700,738800,423000,13028600,11585100,3044100,4898400.0,36650000,10397100,6887472,8102100,2965300.0,13391432,12284600,92339568.0,5411857,5792016,92515000,36463700,24212400,1662900,1919000,5733500,5030600,,4592520,16136475,54908400,8613500.0,12364800,696420000,28169700,9715200,49338689,,12686700,1259900,29420400,1917500,29815156,,13218800,6875300,26167600.0,55294800,
2009-07-02,370479200,15738224,4254100,7573100,144372000,7201500,558600,317600,10750500,13560800,4920300,5680400.0,41562600,10747800,8198549,15561200,2058800.0,14945527,13800000,100603296.0,4927785,7349928,54945500,38352200,22199200,1811500,2128000,6970800,5998400,,6677029,15229012,65422200,7030800.0,15326400,552312000,27417800,8161900,43525562,,12659400,1194600,26766800,1563800,35752899,,11393200,10398500,21514800.0,59958600,
2009-07-06,498688400,16522718,7269400,7246100,147376000,7132800,695000,597700,10636700,10887100,4745700,9790800.0,35302300,10673300,6644360,14452200,2853700.0,13662568,13701600,90413496.0,4730799,6822535,47324300,60664000,16671800,2480700,1797800,7533100,4506200,,6926754,24246214,49207700,7912100.0,14878800,752456000,37209100,8886600,57897906,,16580700,1007500,18418200,1643200,33849649,,12281700,7908100,23382400.0,60765600,
2009-07-07,461596800,17745102,6454800,10105700,129830000,7701600,679800,585200,10345400,14612100,4268100,10483200.0,41560400,9519400,5746007,15263700,1953400.0,20712926,14383400,130241628.0,7402481,6993138,69194600,56704900,17109000,2914100,2592300,8192600,4463800,,8718122,23592995,52842500,7216300.0,12185600,1072996000,35542700,11953500,64206834,,19433000,1382400,18862400,2499800,31462742,,14751600,19892000,30361600.0,45279300,
