Date,AAPL,ABT,ADBE,AMGN,AMZN,BA,BKNG,BLK,BMY,CAT,COST,CRM,CSCO,CVX,DHR,DIS,FIS,GE,GILD,GOOGL,HON,IBM,INTC,JPM,KO,LIN,LMT,MCD,MDT,META,MMM,MRK,MSFT,NFLX,NKE,NVDA,ORCL,PEP,PFE,PYPL,QCOM,SAP,SBUX,SPGI,T,TSLA,TXN,UNH,V,WMT,ZTS
2020-12-11,86939800,4719000,3561300,2019300,61294000,17311800,354500,488100,10021600,2673400,3483900,8214400.0,14577700,9584500,1656355,87410700,2044100.0,17853791,7845100,18628000.0,3120700,4687544,29398800,9981600,10638100,1328900,1409800,2770800,3843400,14391400.0,2243337,7979158,30979400,3210900.0,4172400,209264000,16209900,2975500,60737000,4283400.0,25923100,1005500,6262600,1429000,41708913,139425000.0,4145800,3071700,9227600.0,16860900,1264000.0
2020-12-14,79184500,6250000,3945200,2904700,83116000,19231200,339200,658500,11400400,2533600,2778400,8508500.0,16112300,12198400,2171400,30939400,4316500.0,15913996,12233000,33050000.0,3345300,5282300,33436400,12112400,22292000,1814300,1370500,4745000,5414700,16376900.0,4425320,13139300,28798400,5770400.0,7599000,270156000,16193600,3952400,94809700,9759400.0,12258500,942300,5156200,1666900,56451785,156121800.0,5994200,2479000,11967700.0,25088100,1612900.0
2020-12-15,157243700,5256600,2558600,2566600,66390000,18993700,314700,617300,14940600,2360300,2133900,10766800.0,18159400,11775300,2360904,18802600,3015300.0,17377921,8073900,21352000.0,2502500,4556585,25465600,12590200,16193700,1365800,1521000,3798200,7534000,23979500.0,2715638,10087838,27000600,3394900.0,7637000,193016000,15506700,3183300,65712800,6508100.0,6616400,643900,5195200,1207600,44250331,135214500.0,5732100,2616500,9796100.0,31871400,1813100.0
2020-12-16,98208600,4458700,2555600,2589100,88552000,17858400,238600,849400,9498000,2031800,2385100,8821400.0,16192000,9892900,2009983,11105800,4472500.0,11800604,8786400,24676000.0,2930100,4738485,28351000,11169400,15679600,1355000,1986200,2682000,3356600,15885000.0,2332080,9487649,35023300,3682400.0,6573400,223116000,16119900,4915800,56515300,10110000.0,6610900,657600,6409300,1809000,45926250,126287400.0,3147900,2365600,7504400.0,25650900,1440900.0
2020-12-17,94359800,3924300,2178400,2510400,69486000,17465600,295300,832200,10642400,2296500,2314200,9946900.0,16141600,11748900,1819802,9004600,2126100.0,12528955,9469000,34880000.0,2148300,3962248,26399000,11618000,12677300,1538600,1658100,2558800,2944600,16377800.0,2784049,11710038,32515800,3193400.0,8727000,231384000,15320500,3312500,52036400,8914100.0,7039000,955100,4535700,3021600,81662996,168810300.0,5253400,2525700,6517200.0,30679500,1486800.0
2020-12-18,192541500,10669800,4667400,5888900,119914000,19092800,536200,1610700,21177800,5262700,4140000,11845400.0,41027000,27427600,4761739,21172100,4727800.0,23023775,22195800,85256000.0,6686200,7900229,119298400,28954800,35480100,3525700,4342000,7929100,10211600,26693200.0,5599672,33161759,63354900,4502700.0,17970800,342064000,33728700,8980400,60259200,11534700.0,13288300,1318200,10215000,2981100,98528240,666378600.0,7072600,8742700,13298200.0,41384100,3566400.0
2020-12-21,121251600,4544000,2412900,2311400,76736000,18726500,357100,631800,13055700,2071000,2329700,9219000.0,19865300,11430500,2800486,11424200,6277100.0,17218374,12141900,33974000.0,2467500,6397022,53775700,28323600,14926600,1716200,2128700,4342500,4308600,16553700.0,2038702,11140764,37181900,3894000.0,16111300,302332000,18210200,3946900,40891800,8156000.0,7024600,831600,7175900,2211400,63319903,174135900.0,3077300,2892700,7576700.0,25553100,1463800.0
2020-12-22,168904800,3426400,1701500,3571600,47388000,13280000,198800,596900,8113400,2493300,2105500,10339600.0,16024000,8585800,2057585,6419200,5573000.0,17858164,14964000,20370000.0,2019600,4535561,32171200,11788200,9689500,1162300,1820800,2772800,3953300,17312900.0,1651915,9052414,22612200,1906600.0,6339400,185580000,17136000,2653700,33634400,6331700.0,5751500,860400,4302700,1627500,84593405,155148000.0,2640900,2069700,7396200.0,37599000,1209200.0
2020-12-23,88223700,3149500,1428300,1763500,41876000,10869000,314700,752600,6235000,1862500,1782100,7090500.0,12032600,7223100,1977722,9994000,5749200.0,12139419,8495900,22974000.0,2046700,2817819,22564200,14973200,7040300,1036700,1307500,1658800,2373400,14329000.0,2108070,6056078,18699600,2393200.0,3388300,179144000,13075200,2645100,36182000,6421300.0,5186700,616500,3817300,1047600,52034656,99519000.0,2012400,2348100,6523100.0,20430600,1164600.0
2020-12-24,54930100,1451500,589200,955400,29038000,6398500,182500,173300,3099700,585700,972500,6146300.0,5720500,3335600,689208,2721000,6349900.0,6029070,3441300,9312000.0,754900,1842111,11865600,4164900,3265500,276400,508800,1047700,1025200,6702000.0,784815,2957456,10550600,1144000.0,1821900,97884000,3796500,883300,14790100,3053800.0,2120200,223500,1949200,490800,25358704,68596800.0,1044400,1360600,3367900.0,9054600,417400.0
2020-12-28,124486200,2034200,1515400,1495100,113736000,9090600,251000,272300,6855700,1508800,3207700,6422500.0,13458400,8051900,2385833,13145400,3389400.0,10793588,8215000,27650000.0,1715700,3781499,21269200,8072600,9020500,1257000,1023400,2550100,2286400,23299700.0,1677988,4804242,17933500,2891900.0,4081500,212564000,6463500,2493500,26993700,7079500.0,4576600,1626100,5055200,1030500,55104218,96835800.0,2139300,2308200,5816200.0,19344900,1522400.0
2020-12-29,121047300,2834400,1434100,1564400,97458000,14593800,341900,318400,6653400,1490300,2072600,6122400.0,11829000,7670800,1955501,6875400,2890800.0,10640944,7626000,19726000.0,1527600,3647402,84531400,8389200,8320600,881100,1055900,1665700,2717600,16383000.0,1457804,5708037,17403200,4022400.0,3232400,170372000,7770200,3186700,23152100,8316100.0,3543800,1058500,4780900,1058600,48481570,68732400.0,2433700,2275700,6093400.0,17938200,1188400.0
2020-12-30,96452100,2415800,1529900,1891400,64186000,10812600,229700,355300,6624100,2720600,1778000,4724000.0,11043100,7901800,1609882,11680400,2279600.0,10156427,8848800,21026000.0,1602100,3535794,37385400,7398000,8142700,924900,840800,1855000,2055200,11803800.0,1697244,5933357,20272300,1876300.0,3052100,225396000,6192000,2224900,24889800,6017600.0,3965600,407200,3654100,1340000,45476487,128538000.0,2213800,1866000,8875100.0,18751200,1009000.0
2020-12-31,99116600,2982200,1462100,1821000,59144000,10487600,176600,361500,8649300,1717800,1628900,6011100.0,15105500,8350700,2070444,7073500,2696500.0,9570828,10870500,21070000.0,1406400,3738822,28576800,8580200,8495000,909300,1318500,2610900,2544100,12900400.0,2202195,5511118,20942100,5392300.0,2949900,192424000,6928600,2076800,30796500,5002700.0,4941700,379000,3566300,1014200,51135925,148949700.0,2906200,1969000,5922200.0,17814000,1292600.0
2021-01-04,143301900,6192000,3612900,3088200,88228000,21225600,334000,623600,12429600,4078300,3322200,10319900.0,24392500,9234900,3601140,13426600,4078900.0,16040798,15520000,37324000.0,2328900,5417443,46102500,16819900,25611100,1741300,1887200,4055400,4579200,15106100.0,3583455,10502637,37130100,4444400.0,6178500,560640000,11249900,7486900,33565700,8148700.0,9827000,1005400,8041500,3231000,86700816,145914600.0,4659900,4203800,10318300.0,32182200,1805900.0
2021-01-05,97664900,4322800,2010100,2494000,53110000,19338300,348200,431400,11584600,2933700,2748400,8657200.0,17763700,13414800,4187023,7771800,3532700.0,16793346,13251100,20360000.0,2172100,6395872,24866600,13731200,20323800,1620000,1479100,2576100,3395200,9871600.0,2745179,10956526,23823000,3133900.0,4163100,322760000,11005700,4126000,29909400,5047800.0,8507200,879800,5721900,2012800,83054520,96735600.0,4734100,3160500,6869700.0,26498100,1358600.0
2021-01-06,155088000,5539600,4156600,3754800,87896000,16202200,393400,730700,12426200,8034700,2661400,9789800.0,21823100,13916800,4472971,7517800,3966900.0,26400690,12222500,46588000.0,2747900,8322708,36809600,24909100,38724500,2586600,1897500,3083400,4493900,24354100.0,4002294,10521396,35930700,5346200.0,6072900,580424000,8685400,4843300,34962500,9211700.0,7174600,1000000,5017200,1638300,73455520,134100000.0,5254400,6561400,7206200.0,21918900,2139800.0
2021-01-07,109578200,5568800,2901200,2647800,70290000,14474100,299700,656000,10931900,5297500,2849500,8443100.0,18218800,9286600,4168186,7300800,4984000.0,15105891,10614700,41936000.0,2057300,4714740,32092300,21940400,53225700,1757800,2048900,3142000,3908900,15789800.0,7012626,10447931,27694500,3686400.0,5256900,461480000,7382800,4473200,27809500,7107900.0,8482300,981200,5057000,1856700,71265359,154496700.0,5673600,3366700,10967900.0,20538000,1710700.0
2021-01-08,105158200,4242200,2266100,2511100,70754000,14144000,310500,622900,10010500,3186600,2599700,7301700.0,20936300,11152100,2591467,7894500,6412400.0,14590235,8389800,35484000.0,3278900,4891305,34625400,12035100,29674000,1879300,3226300,2639100,3529900,18528300.0,5750488,9563105,22956200,2973900.0,3950500,292528000,7751700,4312000,33462400,6767700.0,6252400,909800,5869700,1493900,72471656,225166500.0,4556500,2947800,6513000.0,24478200,1475900.0
2021-01-11,100384500,3177400,2382400,2600500,73668000,16770300,320600,614400,18185700,2540800,2562500,7199000.0,25058200,10635000,1738474,6461300,4036200.0,13493535,11316700,34796000.0,2938900,5859587,32925000,15937900,19304400,1913200,3196400,2545400,3712700,30412300.0,3272974,13488179,23031300,3806200.0,4252000,518344000,6284700,3902700,47286900,5073100.0,5147800,1335200,4257400,1545600,40833484,177904800.0,4553100,2695100,7353100.0,26264400,1117000.0
2021-01-12,91951100,5777100,2964900,1771500,70292000,12836200,259400,675900,15757500,2466100,2387600,10736000.0,20145000,10923900,2499648,8349800,3783900.0,18346073,9115100,29528000.0,2498800,3921663,39883900,18033500,18538700,1785200,3002200,2952000,3213100,26383500.0,3527124,10128606,23249300,5990400.0,3678800,291476000,7758200,5150000,47831100,4136600.0,4385700,649200,4332600,2271500,57515222,138812100.0,3406600,2372500,9331600.0,23373300,1304200.0
2021-01-13,88636800,6047100,2105900,1412300,66424000,8570500,239600,848600,10292400,3154700,1968800,6839200.0,19367300,9723300,3674686,6839500,7738700.0,10776915,6822600,23432000.0,2145100,8030874,124070700,14816800,18864100,1518800,1648100,2069800,4070900,19528900.0,2509208,10093812,20087100,5032100.0,3330100,210028000,8298000,4361600,31027900,7354900.0,5479900,871000,4804500,1936900,51383116,99937500.0,2953900,1974500,6688500.0,16069500,2603100.0
2021-01-14,90221800,4391000,3508300,2594000,61418000,12446800,273100,1642900,12479800,2486600,2363900,6548000.0,22333500,13950200,2333494,8951200,11781500.0,11879594,8694800,29212000.0,3661500,7848347,74680900,18565600,34303600,1903400,1965600,3666700,4281600,29739400.0,3462898,11366398,29480800,4177400.0,4104000,283120000,10258600,4724700,30272000,6976700.0,10102400,1060600,4528300,1910400,84548919,93798900.0,3416300,2919900,12887500.0,23017200,2213900.0
2021-01-15,111598500,4480100,3200400,2855200,84880000,11103300,340800,1174500,11296500,3317100,2340400,8525600.0,30271700,10244600,2932236,12232500,6515200.0,14768762,9361900,31444000.0,3887500,5131153,50265400,27881000,24366800,1955300,1853100,3593700,5659500,24942900.0,4246637,10203538,31746500,5895800.0,6412400,277780000,7532600,4309100,34287800,8373300.0,8607400,1564300,5522900,2701800,53824704,116332800.0,3734600,3777000,8755000.0,35920500,2516500.0
2021-01-19,90757300,6820300,4419200,2172900,66102000,11947200,274900,852400,10847800,2361200,4533800,7753800.0,28868800,9574800,2544655,7834700,3886500.0,12740305,18395900,41660000.0,2656300,5646308,35647100,19843800,29114500,1643100,2017200,3331600,4508500,28028500.0,4668227,8467316,30480900,12315800.0,6537800,226188000,8903400,5158600,33451300,7436800.0,8209000,892400,6519600,2224000,53971536,76101000.0,6277800,3361300,9772000.0,24123600,1464200.0
2021-01-20,104319500,2952100,3859000,2768200,106196000,9727000,339000,747600,9609600,2501100,2767200,9857700.0,16499400,8735400,2313754,9809200,3646800.0,11840751,10131300,64152000.0,2452400,5856240,28701300,16028800,23115800,1773300,1780000,4077700,4062500,25199900.0,3196071,11097901,37777300,32637500.0,4654400,258572000,7025000,5019300,35400100,5803200.0,7943300,917100,5844300,2799500,43086270,76997700.0,4329500,3036800,12675700.0,23775600,1618000.0
2021-01-21,120150900,5028100,2768700,2215900,98722000,11091300,460800,639600,14064300,1951200,2121600,6785900.0,17488400,10393100,2684414,8416400,4439400.0,13162304,8141800,58634000.0,2705100,13116003,86519500,13411700,19702500,1559800,1661800,2674900,3806000,20838700.0,3215087,9043716,30709400,11802100.0,4011200,337780000,6943600,5684100,33829700,10336600.0,6295700,797500,5731500,1622200,37102320,61563300.0,3583900,3749800,6513500.0,14325900,2440200.0
2021-01-22,114459400,4163900,2534300,1866600,56438000,7514600,356700,565700,9071900,2027000,1960300,10186100.0,14643400,7810600,3057444,9517200,5505000.0,10617570,4914400,32744000.0,3502700,39814421,85729300,12933200,15400300,1582000,1557600,2196400,3028300,21954000.0,2809763,9436926,30172700,7550800.0,4150500,246820000,9896700,4014900,26271200,7800500.0,5062300,934300,5231600,1519100,45975370,60199500.0,3736800,2585100,7316200.0,19219500,1079100.0
2021-01-25,157611700,4689300,2697400,1830700,74996000,14276200,879500,806400,9171000,3837100,2735900,8213500.0,16581300,7689400,2445955,7833700,5320100.0,18462763,8443900,50586000.0,4737700,14315974,61968500,14212800,16604200,1990700,1976600,2615300,3287600,19087000.0,4010308,9957677,33152100,7207300.0,5998700,251112000,8524700,3829000,31728500,8499400.0,5370800,1742100,5009000,1453800,68733209,123520200.0,5401900,2506300,19282400.0,19031100,1443800.0
2021-01-26,98390600,4142400,2363100,2008900,59104000,11011800,447600,827900,11284100,2506000,1807000,5021000.0,13087800,7827800,1853530,7523200,4343000.0,42495519,7125200,31462000.0,2201900,11186656,31485900,11307800,12922600,1544600,3542400,2907800,3371600,19373600.0,6158084,7748283,49169600,5023800.0,5312300,163980000,8186500,4242500,27718700,7883000.0,6554200,1883900,7195300,1479500,66887024,69394800.0,5341900,2467500,9605300.0,15031500,1982000.0
2021-01-27,140843800,9104900,3586400,3237900,93204000,20948500,705600,1104400,13847700,4095300,3120800,7641100.0,29634500,10178500,5268662,18239200,6258900.0,29983117,9908200,82512000.0,4108600,12705239,49722900,17603900,21242400,2681600,2666300,5464000,6894600,35346200.0,9684012,16230376,69870600,8670300.0,7815900,371272000,14789000,6659800,50561200,11787000.0,9854000,1829500,18139500,3074900,97381127,82002000.0,10011200,4770900,13772400.0,29910300,2235600.0
2021-01-28,142621100,11296300,3000700,5205600,62984000,10403200,843300,822400,17514700,3445400,2251100,7246000.0,21166000,8155500,2957052,14449100,4705900.0,18879766,8086400,55278000.0,3731700,8455969,49202600,13761800,17498900,2110400,1837800,5401600,4236900,37758800.0,4967825,12972039,49111200,5969000.0,6244600,228316000,11166400,5514000,39466700,8295500.0,8087400,1437200,8868200,2721800,69698670,79134000.0,6796600,2769900,11041300.0,22301700,1859300.0
2021-01-29,177523800,10995100,3061100,3792800,85872000,13683700,536200,801100,16092000,4541400,2598700,6473000.0,22608100,14699800,6483406,12848800,4543700.0,21921317,11724100,44530000.0,4635100,12369473,37256200,14808100,18670300,1647300,2101100,5203300,7315100,30389500.0,5043771,10671470,42503100,4325300.0,7166100,271552000,11451800,6778100,60251900,9805800.0,9502100,2396600,8203000,2734500,66272688,104972400.0,5969800,3899200,21503000.0,32509200,1977200.0
2021-02-01,106239800,8337100,2554800,2173500,83204000,9061900,478700,483100,11240900,2738200,2371200,5696700.0,16776900,8073600,4042978,8140400,6556100.0,13379614,6270200,40252000.0,2889000,6538023,26926600,11080700,12183600,1629200,1615500,2812500,5905500,22914300.0,3073361,8224599,33314200,3547500.0,4366800,217204000,10553500,4185700,40395800,7788200.0,8265100,1314700,7206300,1774600,56774709,76174200.0,5715600,3020200,12970700.0,25945200,1885700.0
2021-02-02,83305400,7277000,3022000,2444200,141972000,11130600,440700,879300,16059700,5265400,1905000,7134900.0,16520900,9233100,4123742,12215200,4846900.0,16946953,7749300,66332000.0,2767800,6633627,23580900,12253600,13319800,1526000,2065400,2786000,3865900,17320800.0,3401902,9866710,25916300,3767600.0,7132800,220440000,10528000,3581600,84062400,7082800.0,6926500,1308600,6917700,2397000,56673026,73038600.0,4861200,2663700,11305100.0,27002400,1583000.0
2021-02-03,89880900,4991900,2146900,4479200,141776000,11836900,352600,685300,15115000,2979000,1759800,5357600.0,13173600,9256500,3199121,5508600,2480500.0,10877474,6421700,97882000.0,1910100,7024308,21893200,10600800,12274100,2365700,2683100,3020700,4602900,14223400.0,3437543,10034810,27158100,3172300.0,4678600,245408000,9933500,3609600,38524200,13545700.0,14156700,835300,3934800,1705100,53468813,55030500.0,5019200,2537100,13458600.0,14966700,1726000.0
2021-02-04,84183100,4377900,2005100,2819700,73414000,11869900,355200,636400,15997000,2253800,3411600,4770700.0,22285700,7917600,2779618,9035400,2214200.0,13396066,7400400,48596000.0,2273300,4771957,29853800,12419500,20597400,2712300,2174100,2777500,5903500,16060000.0,2192268,18867563,25296100,5164500.0,4533700,201340000,9928700,3860300,34284900,23840900.0,46141800,732700,6926800,1172500,42001782,47438100.0,3519800,5962200,14534800.0,17346300,1888000.0
2021-02-05,75693800,5803400,1675000,2421800,72416000,9546100,238400,474900,16249200,2240000,2165600,5020000.0,25488600,8017300,1659175,6640500,2829900.0,10396669,15068200,29866000.0,1868100,4775722,23432600,10051300,12742000,2806400,1454700,2600200,4147800,12454400.0,2179590,13901825,18054800,2376200.0,6151500,169152000,9170200,4437900,31749600,7978600.0,24695400,572500,8072100,2153300,36503739,55699800.0,4045000,7227900,10284000.0,20451600,1377800.0
2021-02-08,71297200,3456000,1727000,2258200,65148000,11182100,219000,532900,18864300,2725700,2520700,4336400.0,25215400,9886600,1747610,16085700,3690700.0,8517928,9599200,28828000.0,2075700,6158848,34358300,10136400,17833200,1770400,1549900,2696200,4780300,13755200.0,2816700,16718534,22211900,2791700.0,6304300,434624000,7003400,4112200,31633900,10065500.0,12181600,554800,4836600,1250100,42459356,60485100.0,4597600,4758200,8637100.0,15825300,1625100.0
2021-02-09,76774200,3424500,1571500,1996500,44070000,13615700,229700,451000,14226100,2331600,2154000,5157200.0,24795000,7605500,2111503,11270800,7568000.0,10581235,6620400,21892000.0,1794000,4933982,28754100,8614800,14592900,1389500,1677500,3047300,3624000,14613400.0,2323589,13484616,23565000,3703500.0,3436300,287560000,5437400,3179300,30170200,8697000.0,11681300,630300,4095200,3154600,43411312,45473100.0,2777700,4096900,7619400.0,15906900,1852700.0
2021-02-10,73046600,4195400,1764500,2964400,63032000,11510700,334100,663100,13071000,2816400,2162400,5535600.0,44540900,8778800,1586306,11464600,4995200.0,9140985,7667900,25102000.0,1894600,5090673,16325100,10323200,22965400,1585200,1728900,3161600,3424000,14687200.0,2307084,11721566,22186700,3991300.0,4125700,485352000,9577500,6966600,29039900,9364500.0,11701300,701500,4293200,1810400,55965612,108648300.0,3414600,4122700,8467600.0,18576900,1746000.0
2021-02-11,64280000,3697400,1609800,1633900,46028000,7140200,258300,803900,8256800,2178200,2088400,6091600.0,18589900,8572400,2086010,17507900,4044900.0,10398836,6029100,20480000.0,1709000,5629154,27539100,9201000,21928600,1204000,1181600,2583600,3892800,12828600.0,2617326,8780982,15751100,2730600.0,3828700,450828000,7690800,7528000,30885200,21371100.0,11600200,782000,2976000,1627400,44673216,64868400.0,4776000,2776700,8411100.0,12791400,1860300.0
2021-02-12,60145100,3658700,1450600,1460300,46706000,6010800,210600,862800,9493600,1804200,2096600,4314400.0,15239800,7858300,2372748,27233800,4128200.0,11725144,3977700,18990000.0,1990300,4049275,26214200,8324600,13137100,1478200,1207300,2781200,3005400,9097600.0,1293474,6738116,16561100,2197100.0,3637000,374756000,6663400,5659300,25578600,11882200.0,9155200,799700,3169800,2033700,38015880,71304900.0,2532500,2760800,6911000.0,13423500,2188700.0
2021-02-16,80576300,5174000,1845900,2018100,51494000,10171100,242400,571400,12386400,3722700,1829000,10837600.0,18539000,14006000,1846762,11630700,5258700.0,12100796,9757000,31004000.0,2283400,6945231,26326300,12130600,15093400,2248900,1668400,2892900,5417900,15417200.0,2193464,9734453,26728500,2624100.0,4873400,321960000,7526000,5180100,28730300,13597700.0,10211900,587900,4928100,2280100,51239727,59406900.0,3887600,4339000,9652700.0,27891000,2609700.0
2021-02-17,97918500,3161800,2112000,1575400,65950000,9276000,287700,567100,11673500,2290400,2143000,5879200.0,13296300,14342300,2201630,11391800,2604600.0,8615357,7725400,20294000.0,2910200,4141219,21055400,10810100,12794300,1653200,2010900,3280000,3299400,12763200.0,1887408,13876463,21653500,2069600.0,6437100,274756000,6244500,3353000,26389400,9879800.0,11937200,1692100,5733800,1344900,67769867,77989500.0,4315100,2620000,8373200.0,25571100,1561800.0
2021-02-18,96856700,5427900,1803200,1945300,60548000,9121300,317000,1078700,14076600,2345800,1914900,4152800.0,16867500,9030600,1763966,12380900,2736300.0,9802022,6144600,22546000.0,1764900,5646413,17846100,10587800,12747100,2168500,1296200,2191000,6044600,15249100.0,2496172,10004627,16925600,2456200.0,4486800,233868000,6262400,3935200,24052500,9715500.0,8404400,1197400,4098700,1155000,35751575,53871300.0,4195100,2383500,7328600.0,96927300,1954100.0
2021-02-19,87668800,6204200,2720700,2471500,86104000,12415300,353500,804200,16997100,4937300,1839400,4647700.0,25117700,8913900,3474917,8834500,5532700.0,12248665,6054600,37938000.0,2434400,6881320,28290100,11969800,15968800,1962400,1849200,3181600,10331500,25622600.0,3572213,12388198,25262600,2841500.0,7486000,271724000,10905100,5414900,28145300,9413800.0,10012500,773800,4128900,1251800,39326772,56874900.0,4248500,2313800,15011500.0,36606000,3793100.0
2021-02-22,103916400,4842000,2510500,2334800,70314000,21413700,504100,829900,9916600,4578300,2215600,5055000.0,21435800,13178700,3872875,18799600,4368400.0,19388781,6597700,29466000.0,2205300,6149643,32288200,11488400,14370900,2034700,1657200,2910800,5808400,17434900.0,2716714,8612464,36446900,3078600.0,8985900,325884000,20940300,5792900,34322500,13132500.0,12763900,740800,5211800,1542100,46173044,111809100.0,4386900,2688300,8337700.0,32106600,2908200.0
2021-02-23,158273000,5565900,4164300,2919200,93544000,15996700,515300,926300,13742000,4125100,3692600,8641600.0,19714900,14874000,2464003,23191400,5472000.0,14454364,8714600,34658000.0,2459300,4739740,27374600,16234400,16222300,3013500,2400000,3243000,5961400,21924600.0,2813351,10900458,30228700,4136500.0,10364100,391780000,18175400,6264300,37624200,20440300.0,14425300,1394200,8740300,2261600,62175305,199820700.0,6514400,3225700,10571700.0,31300200,1811000.0
2021-02-24,111039900,4127400,3390600,2690500,60226000,30709300,610000,583200,16517900,4925000,3305800,6128300.0,17823600,16116000,3249317,16205900,6780400.0,21426186,6533100,22608000.0,3341500,6087720,24669900,15061400,14442000,2155900,2068700,2887100,6461900,15736100.0,3280150,9838834,26339700,3245000.0,6360900,448320000,10609300,4944000,30686100,10840000.0,13146200,606100,7542700,1663000,45852636,110301000.0,5100500,3360500,12039000.0,46565700,2495900.0
2021-02-25,148199500,3468900,3252500,2769200,90676000,19283000,751800,591000,17077100,4313000,3618100,8828900.0,21916700,13219200,3297595,12712000,4656200.0,18526244,7685300,41548000.0,2735000,5953623,36394000,18127700,14211100,2104700,1568000,3131400,4207900,19053100.0,3150623,10906955,39542200,4252900.0,5674300,824436000,15356100,5702300,37506100,13403300.0,12701100,735200,7534000,2584200,77501929,117071700.0,6099600,2780100,11404300.0,33324600,2059900.0
2021-02-26,164560400,5197500,3154500,3453500,85518000,12838400,503900,768500,13229500,4461300,3362200,20372900.0,22144900,14454100,3529963,15844000,4181800.0,17802448,10396300,40042000.0,3665700,9467346,38216800,19829200,23638400,2599300,2024000,5334000,5225200,26619500.0,4022507,17644862,37819200,3755600.0,6650200,500932000,20512600,8329000,41462800,11915200.0,11772600,727700,15122900,1691000,102619798,123267600.0,6060600,5430000,11730000.0,42470700,2561500.0
2021-03-01,116307900,3858600,2358600,2178100,54582000,18735400,359900,652800,7321400,2871200,4653200,14027700.0,17394100,10439900,2242238,10709900,3529800.0,15657201,7328800,26060000.0,2536000,5977367,28495400,14845500,13901200,1517300,1654500,2827500,4613400,22157300.0,2200640,12594864,25324000,3041400.0,5717800,353184000,11758900,5287300,30407800,10558500.0,9421400,551200,7930300,1175100,58790102,81408600.0,4771500,4198900,6982000.0,34634400,1680100.0
2021-03-02,102260900,4908100,2211000,2407500,51916000,11114400,310000,455100,9584900,2854300,4660100,10211500.0,14833000,10643500,2330448,8371400,4389600.0,15490231,6844200,25564000.0,2500200,4732418,23320000,14221700,11755100,1671200,2076300,3016600,3688200,15191700.0,2717790,16047290,22812500,3042200.0,5292700,264116000,13282000,5614000,27670400,8484900.0,8693200,584500,5016800,1748500,47299370,71196600.0,5401500,2568900,6155200.0,29230800,2039500.0
2021-03-03,112966300,5239500,2808100,2610600,79774000,30426000,364500,703000,13599900,2664000,4064200,11459000.0,16851100,14958200,2724684,8750300,3516300.0,23589309,7081300,33892000.0,2706400,7744898,28740400,14324100,15410700,1782800,4052300,3488600,4564100,15513500.0,2712289,13939972,34029500,5362400.0,4888400,377592000,15827600,7505800,46020200,10841800.0,14862700,781300,5313400,1690300,75820581,90624000.0,4715900,3039700,6484600.0,41837400,3392700.0
2021-03-04,178155000,6699600,4486400,3577000,109632000,26645100,484100,915400,17309800,3568400,5501200,12800500.0,24653500,22994200,4017598,12542600,5527100.0,33418377,15847200,49216000.0,2798800,8439651,40210400,20093900,22036400,2369400,2196700,3926200,5052300,31626500.0,4228697,15975188,44727800,5034800.0,7181500,573344000,19951100,9102800,45449600,18878800.0,15831100,1044800,7211800,2134300,80437237,197758500.0,8318900,4991600,10658900.0,45348000,6115200.0
2021-03-05,153766600,4859500,4615000,3021300,107772000,20026600,435300,698500,14980100,3602300,8102800,11406000.0,33197600,23638200,2743634,10266400,5338300.0,21061930,9761400,53100000.0,2857800,7268968,39511700,18465100,21310800,2136300,1451300,3608100,4636100,26820100.0,2706309,12241164,41872800,5070000.0,5957100,542840000,34211500,10186500,30589900,16830200.0,13292000,1146100,5559900,2235600,77737336,268189500.0,5681200,4563100,7582000.0,34073700,3520700.0
2021-03-08,154376600,3931600,3885100,3101000,83700000,13836800,564000,649800,10617300,3048700,4873500,9576400.0,34824500,18033600,3240067,25093200,5506400.0,28835014,10646900,36868000.0,3215900,7572203,33112400,17133300,25084900,2450500,1599100,3157100,3873900,18391800.0,3079580,15391347,35267400,3981800.0,4983000,543112000,23300500,8634900,24352300,13340300.0,15256100,817500,5119500,1854600,74116593,155361000.0,6065400,3419900,14750400.0,40988400,2303100.0
2021-03-09,129525800,5176100,3926400,3057300,80600000,21001200,481700,959700,12662500,2902400,5426800,9732200.0,26512700,19010700,5334425,23331000,3961800.0,22966413,8973300,33920000.0,2643300,5867014,36387500,16238800,23082700,2812100,1448800,3646700,4025400,22039700.0,3399152,14189920,33080500,3470000.0,5977800,521824000,17296400,8930200,25167100,12071200.0,13130200,927100,5510900,2063300,63488580,202569900.0,7610300,4277600,9228600.0,31988700,3121500.0
2021-03-10,111943300,7640200,2747300,2309800,60250000,27753400,443900,823300,10240200,2435800,4523500,7186400.0,19841500,17389900,3706157,13662100,4028900.0,44186284,7595500,27100000.0,4332500,7581199,27160300,14342200,21331600,2192800,1760100,3447200,4475200,14210300.0,2835357,12827310,29746800,3771500.0,4519600,384376000,21378600,7791700,33501800,9508000.0,12492300,901200,6077000,1263200,57977033,181817100.0,4270500,3012300,7822900.0,44929200,2119200.0
