Date,Adj Close,Close,High,Low,Open,Volume,DailyRet,20DayRet,20DayVol,Z20DayRet,Z20DayVol
2010-02-02,8.835714340209961,8.835714340209961,8.878570556640625,8.695713996887207,8.70714282989502,10242400,0.013436104940623972,0.1565071328037071,0.05831942406011517,0.7926438568509511,2.116144624613854
2010-02-03,8.850000381469727,8.850000381469727,8.982856750488281,8.761428833007812,8.835714340209961,8761200,0.0016168518706802804,0.20267920473518686,0.057363862042754905,1.0986197438891774,2.049557346142721
2010-02-04,8.619999885559082,8.619999885559082,8.89285659790039,8.59000015258789,8.764286041259766,11026400,-0.025988755479855463,0.13165785532981178,0.057618951377289326,0.6279711575487075,2.0673329632613067
2010-02-05,8.691429138183594,8.691429138183594,8.715714454650879,8.468570709228516,8.59571361541748,11099200,0.008286456330953706,0.1610688287168094,0.05732124253000014,0.822873580036895,2.0465874527056154
2010-02-08,8.699999809265137,8.699999809265137,8.815713882446289,8.571429252624512,8.705714225769043,9346400,0.000986106075914428,0.14258905839470226,0.0573122736814259,0.7004107170975711,2.0459624684484674
2010-02-09,8.875714302062988,8.875714302062988,8.880000114440918,8.710000038146973,8.722857475280762,8811600,0.02019706858047554,0.16719887650257004,0.05732869247056644,0.8634965525476007,2.0471065935442727
2010-02-10,8.784285545349121,8.784285545349121,8.918571472167969,8.720000267028809,8.872857093811035,5807900,-0.010301002668891224,0.1741453976094116,0.05720748876204542,0.9095301799890949,2.038660647656513
2010-02-11,9.05142879486084,9.05142879486084,9.06999969482422,8.728570938110352,8.744285583496094,7203700,0.03041149426809775,0.1742032142060721,0.05720846636846251,0.9099133225189554,2.0387287710745094
2010-02-12,9.025713920593262,9.025713920593262,9.025713920593262,8.868571281433105,9.0,8408400,-0.0028409740440291653,0.23906638112547873,0.055269582028765425,1.339752491610753,1.9036197680949005
2010-02-16,9.265713691711426,9.265713691711426,9.287142753601074,9.071429252624512,9.088570594787598,9922500,0.026590668974182163,0.27301272841740887,0.05527388426159231,1.564710205004472,1.9039195644138072
2010-02-17,9.21571445465088,9.21571445465088,9.255714416503906,9.061429023742676,9.255714416503906,8134000,-0.005396156057063561,0.2599608714161199,0.055405281769816836,1.4782173673126315,1.9130758539184167
2010-02-18,9.442856788635254,9.442856788635254,9.467143058776855,9.127142906188965,9.130000114440918,8806000,0.024647284277535597,0.2900077277582993,0.05538737638128184,1.6773336975403932,1.9118281367939884
2010-02-19,9.521429061889648,9.521429061889648,9.581428527832031,9.36142921447754,9.407142639160156,8813000,0.00832081593665146,0.3020121773535027,0.05529312069473684,1.7568855122986513,1.9052600339043424
2010-02-22,9.324286460876465,9.324286460876465,9.614286422729492,9.115714073181152,9.577142715454102,35298200,-0.020705148327183842,0.2825703556175452,0.05568002064692684,1.6280472686927177,1.9322207275996748
2010-02-23,9.192856788635254,9.192856788635254,9.321429252624512,9.167142868041992,9.265713691711426,13049400,-0.01409541339089837,0.30979040030545524,0.05492587727504131,1.8084307119777268,1.879669083856421
2010-02-24,9.241429328918455,9.241429328918455,9.34000015258789,9.165714263916016,9.244285583496094,12005700,0.005283726419327062,0.2950952432852374,0.05496494282615084,1.7110479540391212,1.8823913234213052
2010-02-25,9.372857093811035,9.372857093811035,9.374285697937012,9.014286041259766,9.14142894744873,10717700,0.014221584152714684,0.28722773144116776,0.05494595262163861,1.658911049313568,1.8810680120996885
2010-02-26,9.435713768005373,9.435713768005373,9.54714298248291,9.328571319580078,9.380000114440918,8620500,0.0067062448051025125,0.04774738922582844,0.01640037871005577,0.07190819082590412,-0.8049375189390576
2010-03-01,9.95714282989502,9.95714282989502,9.964285850524902,9.431428909301758,9.431428909301758,12866700,0.055261220794732946,0.11967878040965019,0.019793113208640023,0.548587497226225,-0.5685185814639857
2010-03-02,9.854286193847656,9.854286193847656,10.0,9.831428527832031,9.998571395874023,11956700,-0.010329934781948658,0.13026395294552096,0.019267392258093246,0.6187339606754326,-0.6051528623334491
2010-03-03,9.649999618530272,9.649999618530272,9.770000457763672,9.374285697937012,9.447142601013184,22049300,-0.020730732931719342,0.09215839794804426,0.020099537492017656,0.3662137573642278,-0.547165745418922
2010-03-04,9.71571445465088,9.71571445465088,9.795714378356934,9.591428756713867,9.600000381469728,7063000,0.006809827846461447,0.09782079501304874,0.020092416906394937,0.40373767371129027,-0.5476619355239322
2010-03-05,9.66428565979004,9.66428565979004,9.814286231994627,9.575714111328123,9.75,9117500,-0.005293362119779155,0.1211468431664866,0.01891831624548435,0.5583161445547967,-0.6294778367850216
2010-03-08,9.811429023742676,9.811429023742676,9.822856903076172,9.688570976257324,9.712857246398926,6064100,0.01522547750889136,0.1288625688310161,0.01902767001470786,0.6094471834185394,-0.6218576407633449
2010-03-09,9.991429328918455,9.991429328918455,10.192856788635254,9.735713958740234,9.742856979370115,14179900,0.01834598250063224,0.1484401779271305,0.019170402648576577,0.7391852709395181,-0.6119114756106218
2010-03-10,10.182856559753418,10.182856559753418,10.221428871154783,10.010000228881836,10.03857135772705,7744800,0.019159143755429486,0.14727178153837261,0.019134499578721764,0.731442470876463,-0.6144133411797401
2010-03-11,10.170000076293944,10.170000076293944,10.227143287658691,10.061429023742676,10.157142639160156,8457400,-0.001262561579261412,0.15774925846741117,0.018806698602347592,0.8008752505455814,-0.6372557883473603
2010-03-12,9.997142791748049,9.997142791748049,10.071429252624512,9.902856826782228,10.021429061889648,9369500,-0.016996783013681793,0.10448228874364673,0.01875673286609071,0.44788246444635,-0.6407375952146352
2010-03-15,9.942856788635254,9.942856788635254,9.997142791748049,9.880000114440918,9.997142791748049,7012600,-0.0054301518187380715,0.10161444026598487,0.018823576768771135,0.4288776321930773,-0.6360796520555146
2010-03-16,10.09000015258789,10.09000015258789,10.121429443359377,9.935713768005373,9.935713768005373,8498000,0.014798902074182774,0.08896092500827257,0.01828936156631655,0.34502454973067703,-0.6733058454402451
2010-03-17,10.131428718566896,10.131428718566896,10.248571395874023,10.057143211364746,10.128570556640623,4390400,0.004105903404608036,0.09936443543494167,0.01814359168763588,0.41396716369514186,-0.683463657626237
2010-03-18,10.077142715454102,10.077142715454102,10.161429405212402,10.062856674194336,10.101428985595703,3593100,-0.005358178458415241,0.06717097812838047,0.01765904146824825,0.2006256079854362,-0.7172290017958852
2010-03-19,10.064286231994627,10.064286231994627,10.128570556640623,10.010000228881836,10.100000381469728,9905700,-0.0012758064287169413,0.057014253488251176,0.017648724766993373,0.13331840904105108,-0.7179479096709175
2010-03-22,10.412857055664062,10.412857055664062,10.428570747375488,10.007143020629885,10.050000190734863,7216300,0.03463443066248639,0.11674572626603696,0.01808224664690423,0.5291505561104999,-0.687738418694394
2010-03-23,10.422857284545898,10.422857284545898,10.498571395874023,10.289999961853027,10.428570747375488,4979100,0.000960373202895104,0.13379959290035304,0.017519896987253536,0.6421641539973391,-0.7269251304985638
2010-03-24,10.338570594787598,10.338570594787598,10.45285701751709,10.321429252624512,10.418571472167969,3399900,-0.00808671628683566,0.11871986754645714,0.01781895251320768,0.5422329152974938,-0.7060857781349672
2010-03-25,10.505714416503906,10.505714416503906,10.714285850524902,10.365714073181152,10.382857322692873,8349600,0.016167014596832008,0.12086574150809404,0.017872727074990706,0.5564533230335484,-0.7023385574888377
2010-03-26,10.614286422729492,10.614286422729492,10.70142936706543,10.477143287658691,10.50428581237793,5427800,0.01033456668639543,0.12490551151736118,0.01790005023263575,0.58322431598033,-0.7004345735780422
2010-03-29,10.557143211364746,10.557143211364746,10.714285850524902,10.521429061889648,10.699999809265137,5602100,-0.005383613093611239,0.060258288117380765,0.013790064719588534,0.15481617450203541,-0.9868343518212355
2010-03-30,10.722857475280762,10.722857475280762,10.807143211364746,10.632857322692873,10.699999809265137,7662200,0.015696885094598656,0.08814147106620296,0.013691681854328633,0.3395941426399185,-0.9936900525783107
2010-03-31,10.53428554534912,10.53428554534912,10.722857475280762,10.531429290771484,10.614286422729492,5714800,-0.017585977466020974,0.09163585096115545,0.013403873287973954,0.36275091129421105,-1.0137456730467531
2010-04-01,10.714285850524902,10.714285850524902,10.814286231994627,10.51714324951172,10.51714324951172,13577200,0.017087091896351048,0.10277899793524803,0.013691867980682063,0.4365949935969311,-0.9936770825699789
2010-04-05,11.427143096923828,11.427143096923828,11.437143325805664,10.795714378356934,10.79714298248291,16663500,0.06653334215121798,0.18240949193673628,0.019174343120699832,0.964295181571074,-0.6116368881847801
2010-04-06,11.90999984741211,11.90999984741211,11.99571418762207,11.40571403503418,11.488571166992188,27422500,0.042255246687010084,0.2138904351844264,0.02056900492717393,1.172915005894893,-0.5144514283259964
2010-04-07,11.390000343322754,11.390000343322754,11.76714324951172,11.314286231994627,11.727143287658691,25214700,-0.043660748173925845,0.13997707118403757,0.02367333338672971,0.6831014418087846,-0.2981297455394238
2010-04-08,11.6899995803833,11.6899995803833,11.714285850524902,11.324286460876465,11.324286460876465,13912500,0.02633882598927384,0.14800788087172845,0.023923177881111264,0.73632049858997,-0.2807196092849269
2010-04-09,11.774286270141602,11.774286270141602,11.785714149475098,11.489999771118164,11.584285736083984,11563300,0.007210153360462046,0.15774692053220485,0.023840428488785946,0.8008597573747388,-0.28648590883427955
2010-04-12,11.882857322692873,11.882857322692873,11.89285659790039,11.649999618530272,11.757143020629885,9430400,0.009221030477795988,0.1886253472843613,0.02312586614012635,1.0054867888377639,-0.3362793929104101
2010-04-13,12.34000015258789,12.34000015258789,12.378570556640623,11.85714340209961,11.897143363952637,17424400,0.0384707833714375,0.24109201358432375,0.023765910601324974,1.3531760756623483,-0.2916786051044303
2010-04-14,12.510000228881836,12.510000228881836,12.728570938110352,12.260000228881836,12.422857284545898,18056500,0.013776343127377855,0.23984143108989575,0.023758685590457792,1.344888639728892,-0.29218207196668483
2010-04-15,12.40428638458252,12.40428638458252,12.552857398986816,12.214285850524902,12.464285850524902,11999400,-0.008450347111525591,0.22433732982302645,0.024115665836703586,1.2421451209866352,-0.2673062997681122
2010-04-16,12.187143325805664,12.187143325805664,12.41428565979004,12.025713920593262,12.351428985595703,10971800,-0.01750548576875377,0.20938480975522045,0.024680947481115243,1.143056853992826,-0.22791527586048457
2010-04-19,12.114286422729492,12.114286422729492,12.371429443359377,11.824286460876465,12.178570747375488,13470800,-0.005978177258480377,0.2036905691551043,0.024814419330247493,1.1053219149756812,-0.21861443821231397
2010-04-20,12.438570976257324,12.438570976257324,12.488571166992188,12.122857093811035,12.15428638458252,12414500,0.026768770541811815,0.19453968394691223,0.024456546650554915,1.044680273792311,-0.24355239864499212
2010-04-21,12.425713539123535,12.425713539123535,12.714285850524902,12.19857120513916,12.635713577270508,24311700,-0.0010336747813177727,0.19215999988288202,0.024495974338816277,1.0289104390869739,-0.240804923954668
2010-04-22,14.321429252624512,14.321429252624512,14.64142894744873,12.949999809265137,13.0,90442100,0.15256393184440764,0.3852426814055856,0.03999623072518173,2.3084424652499407,0.8393132364804894
2010-04-23,14.247142791748049,14.247142791748049,14.365714073181152,13.765713691711426,14.287142753601074,29817900,-0.005187084303254874,0.3561326937810685,0.04030742293397806,2.115534633470126,0.860998320115784
2010-04-26,15.45285701751709,15.45285701751709,15.671428680419922,14.348570823669434,14.348570823669434,47215000,0.08462849312266263,0.45585453435911205,0.04307883656508438,2.7763773756635572,1.0541212026294322
2010-04-27,14.581428527832031,14.581428527832031,15.151429176330566,14.51857089996338,15.010000228881836,34263600,-0.05639271033810911,0.3811907479037653,0.04605475042118697,2.2815908665328797,1.2614944563192532
2010-04-28,14.19857120513916,14.19857120513916,14.68000030517578,13.971428871154783,14.50428581237793,22770300,-0.026256503055383074,0.32414062556281364,0.04707280991723592,1.9035276551869174,1.3324368022183313
2010-04-29,14.738571166992188,14.738571166992188,14.850000381469728,14.194286346435549,14.401429176330566,18078200,0.038031993082344506,0.399104960990853,0.04667891819454158,2.4003058604809064,1.3049888947565238
2010-04-30,14.128570556640623,14.128570556640623,14.838570594787598,14.082857131958008,14.83571434020996,13059200,-0.041388042534115765,0.31866656851874575,0.048528566835728586,1.8672518419151598,1.433879607140331
2010-05-03,14.56999969482422,14.56999969482422,14.829999923706056,14.14285659790039,14.279999732971191,13974100,0.0312437225276212,0.2750343258365642,0.047178903303063305,1.5781070494102893,1.339829802042193
2010-05-04,14.194286346435549,14.194286346435549,14.412857055664062,13.978570938110352,14.28857135772705,15383900,-0.02578677805478191,0.19179567827784538,0.047428545794655795,1.026496130575246,1.3572258619565645
2010-05-05,14.032856941223145,14.032856941223145,14.527142524719238,13.744285583496094,13.93000030517578,14749700,-0.011372844063621601,0.2320330569129203,0.04604117172450976,1.2931436320828842,1.260548239914149
2010-05-06,13.852856636047363,13.852856636047363,14.427143096923828,12.85714340209961,13.871429443359377,24448900,-0.01282706051445659,0.18501771884521712,0.04620698188175118,0.9815795378612514,1.2721025366662082
2010-05-07,13.012857437133787,13.012857437133787,14.285714149475098,12.918571472167969,13.85714340209961,25908400,-0.06063725489858629,0.10519288715895048,0.048800700069421186,0.4525915011292432,1.4528429094524062
2010-05-10,13.928570747375488,13.928570747375488,13.994285583496094,13.572856903076172,13.747142791748049,18567500,0.07036988721851367,0.172156693388541,0.050878211013923764,0.8963513142249472,1.5976119535073092
2010-05-11,14.260000228881836,14.260000228881836,14.592857360839844,13.65428638458252,13.66428565979004,23100700,0.023794938297513335,0.1555915763818927,0.05053779582754716,0.7865765920179166,1.5738904991179017
2010-05-12,15.40428638458252,15.40428638458252,15.415714263916016,14.489999771118164,14.527142524719238,27244700,0.08024446965877852,0.23135780197818434,0.05303262281669541,1.2886688117209262,1.7477397485079404
2010-05-13,15.71571445465088,15.71571445465088,17.071428298950195,15.315713882446287,15.492856979370115,71549800,0.02021697482721807,0.26695836966358555,0.052845232863516355,1.5245888131618477,1.7346816876303264
2010-05-14,14.365714073181152,14.365714073181152,15.13857078552246,14.289999961853027,15.071429252624512,34964300,-0.08590130505140425,0.17875975436856262,0.056985990915510806,0.9401088792640013,2.0232258160914194
2010-05-17,15.192856788635254,15.192856788635254,15.291428565979004,14.472857475280762,14.49571418762207,31577700,0.05757755662130748,0.25412725590915364,0.057828305964158395,1.4395588102083965,2.081921605256067
2010-05-18,14.572856903076172,14.572856903076172,15.390000343322754,14.371429443359377,15.055713653564451,27498100,-0.04080864410061846,0.17158610349153136,0.05894088467097754,0.8925700944838953,2.1594504174379026
2010-05-19,14.372857093811035,14.372857093811035,14.927143096923828,13.908571243286133,14.434286117553713,22927100,-0.013724131829148667,0.1567027558261933,0.059128873565092256,0.7939402233627062,2.172550214849772
2010-05-20,13.56999969482422,13.56999969482422,13.99571418762207,13.28428554534912,13.821429252624512,28922600,-0.05585927653399725,-0.05246889430833768,0.05016750748169415,-0.5922111559416934,1.5480873667706754
2010-05-21,14.210000038146973,14.210000038146973,14.28428554534912,12.972857475280762,13.061429023742676,30009000,0.0471628856091173,-0.002607031749733646,0.05131760193803128,-0.2617835405557525,1.6282304223138242
2010-05-24,14.51714324951172,14.51714324951172,14.908571243286133,14.287142753601074,14.48285675048828,18433100,0.021614582022534634,-0.060552800491498804,0.047729348765718396,-0.6457820757998539,1.3781869830928162
2010-05-25,15.0,15.0,15.0,13.85714340209961,13.928570747375488,23362500,0.03326114113426004,0.028705793219712783,0.046550972710209124,-0.05427781263612544,1.296073155704961
2010-05-26,14.971428871154783,14.971428871154783,15.54714298248291,14.79714298248291,15.350000381469728,33401900,-0.0019047419230144857,0.05443207311844778,0.04607672353520878,0.11620665953334454,1.2630256283789065
2010-05-27,15.55142879486084,15.55142879486084,15.56999969482422,15.071429252624512,15.428570747375488,19626600,0.03874045214371846,0.05515172526961698,0.046104798269001455,0.12097569406226366,1.264981985039273
2010-05-28,15.878570556640623,15.878570556640623,16.277143478393555,15.45714282989502,15.552857398986816,28188300,0.02103612253864995,0.123862495005022,0.044991264415454466,0.576312390887774,1.1873866145179552
2010-06-01,15.327142715454102,15.327142715454102,15.882857322692873,15.29714298248291,15.60857105255127,15894900,-0.03472780117199581,0.051965891316994695,0.0455217828359785,0.09986361637476664,1.2243552017574175
2010-06-02,15.825714111328123,15.825714111328123,15.865714073181152,14.970000267028809,15.557143211364746,18494000,0.032528658806792565,0.11493552582178657,0.04541307410671688,0.5171546100011619,1.2167799546294678
2010-06-03,15.978570938110352,15.978570938110352,16.38142967224121,15.70142936706543,15.991429328918455,18261600,0.009658763308052709,0.1386541603778093,0.04522201237693459,0.6743346962313098,1.2034660300750621
2010-06-04,15.682856559753418,15.682856559753418,16.385713577270508,15.3628568649292,15.697142601013184,21744100,-0.018506935288663873,0.13210271150457875,0.045373903653933796,0.6309191574322898,1.2140504051079066
2010-06-07,15.59428596496582,15.59428596496582,16.177143096923828,15.321429252624512,15.685713768005373,26215700,-0.005647605998953975,0.19837522544937825,0.042629528029317465,1.0700978728818773,1.0228116360633421
2010-06-08,15.761428833007812,15.761428833007812,16.071428298950195,15.328571319580078,15.867142677307127,24122700,0.010718212325815824,0.13158981771174783,0.04019761668506126,0.6275202817342111,0.8533465935489499
2010-06-09,16.489999771118164,16.489999771118164,16.838571548461914,16.031429290771484,16.139999389648438,39731300,0.0462249295942363,0.1563814520647584,0.040996577771109204,0.7918109881063881,0.9090213099543171
